acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
peripheral vascular diseases	1	1	1	1	0.0437801129403626	1	1	1	1	0.999999942294884	0.99999999966687	1	1	1	1	1	1	1	1	0.999999999999178	1	1	1	1	1	1	1	1	0.999915444149786	1	1	0.999999949041028	1	1	1	1	0.999999968301672	0.999999957293379	0.999953235157991	0.999953235157991	0.884429603726654	1	1	1	0.641065676759382	1	0.999915444149786	0.999999942294884	0.641065676759382	0.999980633726458	1	1	1	0.999999993431779	1	0.766066696382355	0.922397247113337	1	0.999995613364802	1	1	1	0.999983630833911	1	1	1	0.999999999818547	1	1	1	1	1	0.849530948028074
personality disorders	1	1	1	0.999999999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999177269723	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pneumococcal infections	1	0.04010324357865	1	0.981815032171837	0.965146490403384	0.895531084960063	1	1	0.999991964862241	0.632163449523216	1	1	1	0.142512488719464	0.999979221931788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.997825733441042	1	0.0175827920490742	9.28607668281204e-09	1	0.999415428859395	1	1	1	1	1	0.996664537408025	1	1	1	1	0.632163449523216	1	1	0.999914960510438	1	0.945745428231502	3.70588157102522e-95	1	1	1	1	0.994553023446561	1	1	1	1	8.32930917648403e-26	1	1	1	0.989904427018337	1	1	0.684436892130883	1	1
pneumoconiosis	1	1	1	0.999999995000257	1	0.10070351606826	1	0.92283156289685	1	0.618227064643948	1	1	0.886606671482363	0.999999999747087	0.999999864079328	1	1	1	1	1	1	1	1	1	1	1	1	1	0.97724323712487	1	1	1	1	0.990251798481293	1.64013043232523e-226	1	0.0883162786755738	0.96667094730369	0.99996602702831	0.99996602702831	1	1	0.999998536023293	1	1	1	0.97724323712487	0.618227064643948	1	1	0.891966701562108	1	1	6.34758755892759e-14	1	1	1	1	0.535365551231185	1	1	1	0.999930038917123	9.34020037297404e-05	1	1	0.999999966678179	0.998099161221795	1	1	0.712284894843902	1	1
pneumonia	1	7.15767470594164e-17	0.67174697542304	1	0.97731379455593	1.34665758809782e-16	0.000308345718816037	1	1	2.20824470434429e-07	1	1	1	9.71276270303697e-07	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999979125128769	1	1	0.999999999775488	1	0.726636945159809	9.98012604599318e-322	1	0.00906720085842232	1	0.999999984617014	0.999999984617014	1	1	0.165059150079614	1	1	1	0.999979125128769	2.20824470434429e-07	1	0.999999759107946	0.446829575395903	1	1	9.98012604599318e-322	1	0.990611472479688	0.986237532486752	1	0.999990746474384	1	1	1	1	2.60143448636557e-303	1	0.118730989442895	1	1.41961898949612e-73	1	1	2.80173191202035e-10	1	0.99999487409086
polycystic kidney diseases	1	1	1	1	0.102502174042353	1	1	0.67447531716649	0.999949775317114	0.999992613295125	1	3.25793436885682e-19	1	1	0.999096441549202	0.00609404465260628	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998281808212286	1	6.32669035988308e-175	1	0.999999905557818	0.999999996971353	1	1	0.950150404538801	0.996524969093094	0.996524969093094	1	1	0.999999999967186	1	1	3.25793436885682e-19	1	0.999992613295125	1	1	0.999992133024995	1	1	0.999999998698554	0.996672726490124	1	1	1	0.673456787219051	1	3.25793436885682e-19	1	1	0.924204689654361	1	1	0.999509568579428	1	1	1	0.420611484325162	0.0765674536313579	0.0414347027690299
polycystic kidney, autosomal dominant	1	1	1	1	0.124518007171237	1	1	0.294450497582668	0.95386932033131	0.994758262952986	1	1.69103929232447e-31	1	1	0.945227960270926	0.000620004132258175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.14427667090328e-128	1	0.987746643757511	0.995281851614466	1	1	1	1	1	1	1	0.999996971509937	1	1	1.69103929232447e-31	1	0.994758262952986	1	1	1	0.999999999999803	1	0.999360519113071	0.913907735177685	1	1	1	1	1	1.69103929232447e-31	1	1	1	1	1	1	1	1	1	1	1	0.0612467589063743
polycythemia	1	1	1	1	1	1	1	1	1	0.537247361115122	1	1	1	1	0.941351028938309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.984075644753021	1	0.727712717713775	1	0.987700447143973	0.961333798673737	1	0.897852817492516	1	1	1	1	1	9.98012604599318e-322	1	1	1	1	0.537247361115122	1	1	0.877755813408985	1	1	0.0246121567926543	0.96375607690365	1	1	1	5.49720780212059e-159	1	1	1	1	1	1	1	0.988873692715323	0.999999999999417	1	1	1	1	1
polyradiculoneuropathy, chronic inflammatory demyelinating	1	1	1	0.646637410112177	1	1	1	1	0.707627477403226	0.00575487552301758	1	0.999351510691272	1	0.783945220309346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0476191284442636	0.00561183598956828	1	1	1	1	1	1	1	0.28111781507718	1	1	0.999351510691272	1	0.00575487552301758	1	1	0.180811028341028	1.38771748455422e-59	1	0.947137778593429	1	1	1	1	1	1	0.999351510691272	0.771118375380324	1	1	1	1	1	7.34888131566800e-11	1	1	1	1	1
postoperative nausea and vomiting	1	1	1	1	1	1	1	1	1	1	1	1	1	0.989806293940367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999941842449578	0.999999286843428	1	0.951508548789236	1	1	1	1	1	0.999999991322406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999993	1	1	1	1	1
postural orthostatic tachycardia syndrome	1	1	1	1	1	1	1	1	1	1	1	0.953746814856517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.953746814856517	1	1	1	1	1	0.296958014552389	1	1	1	1	1	1	1	1	0.953746814856517	1	1	1	1	1	1	1	1	1	1	1	1
pre-eclampsia	1	0.362466412421746	0.00684223267397897	0.99999999999011	5.76518761097185e-27	0.960619276272654	1	1	0.999997869783892	0.0442985152573237	1	0.999999999994792	0.944197454204381	0.999928063863644	0.999999999984724	1	1	0.439486508906101	1	0.999766623612279	1	1	1	1	1	1	1	1	0.960056104851	1	1	1.40081009161884e-10	1	0.999999999999907	1	1	0.999991845852371	1	0.988284955815205	0.988284955815205	1	1	0.999989229414471	1	0.421850956121401	0.999999999994792	0.960056104851	0.0442985152573237	0.421850956121401	1	1.33409477738241e-17	1	1	0.0144958888159191	0.999999999957401	1	1.85040662670442e-170	1	0.82117376728082	1	0.999999999994792	1	0.999996899222523	0.99999944162868	1	1	0.998344041973391	0.999999999991457	1	1	1	1	0.0987171336960912
pregnancy complications	0.922845054651853	0.957668590389415	2.24266155577364e-07	1	0.99999810594516	0.999999999999999	0.916264654682127	0.999999999999991	1	1	1	1	1	1	1	0.878043400793355	1	0.989888805885371	0.999948569192609	1	1	0.999999999640225	1	0.999999999999967	1	0.999999882261076	1	0.999999999386787	1	1	1	1	1	1	1	0.184393922657002	1	1	1	1	0.999999947163818	0.563578363321564	1	1	0.985610983919948	1	1	1	0.985610983919948	1	0.0011052485472619	1	0.999999788649979	1	1	0.999919087801796	9.31015400144552e-226	0.999999998716171	0.958795624776652	1	1	1	1	1	1	1	1	1	1	1	0.99999999903292	1	0.999999999995875
pregnancy loss	1	1	1	0.999999999999958	0.995860262888318	1	1	0.983906890006922	0.999997439169829	0.999315188030354	0.99999931179964	1	1	0.999906293947764	0.999999709680301	0.00912154669654803	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999979905691	1	0.999992677496889	1	0.995804411801172	0.999999999999556	0.935219894037067	0.999999451640917	1	0.999999980416055	0.999999980416055	1	1	0.999999999999993	1	1	1	1	0.999315188030354	1	1	1.32198114079794e-131	1	0.881294818158369	0.99999999999995	0.99999999988881	0.271819957385625	2.17652165567317e-22	1	0.999960718367624	1	1	0.999999999999982	0.999849933789345	0.999999983967673	1	1	0.510422661883556	1.84941534427072e-12	1	1	1	1	0.693742118955068
premature birth	0.109059322953905	1	1.17090028402444e-07	0.863678948542385	0.676660219095939	0.613385559778441	0.00327414062902805	1	0.998523173588814	0.962813714286315	1	1	1	0.999982720260638	0.999753908636052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.976802258783088	1	0.86626554099415	1	0.999999819536903	0.999996563998434	1	1	0.930479447742404	0.960689986616463	0.960689986616463	1	0.0376696223805292	0.999999968254575	1	1	1	1	0.962813714286315	1	1	0.978136552972364	0.999999999960264	0.706529309611029	0.987252807256082	1	0.354324981757678	0.0619407774565759	1	1	1	1	1	1	0.398472691344251	1	1	0.993289567022483	0.999999999999719	1	1	1	1	1
premature ovarian failure	1	1	0.0536734125884251	1	1	1	1	1	1	0.894547214111473	1	0.00154488704599298	1	0.767291786544084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.763255862781315	1	1	1	0.705332879218672	0.997959567498609	1	1	1	0.010021871936003	0.010021871936003	1	1	0.987553304105349	1	1	0.00154488704599298	1	0.894547214111473	1	1	0.496078430302211	0.999999999977399	1	1	1	1	0.00487647455140316	1	1	1	0.00154488704599298	1	1	1	1	1	0.0281020074910262	0.956616630528949	1	1	1	1	1
premenstrual dysphoric disorder	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
priapism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.993377402402061	1	1	1	1	1	1	1	1	0.999999999999992	1	0.979171977751215	1	1	1	1	0.0545917627338058	1	1	1	1	1	1	1	1	1	1	1	1	1	1
primary biliary cirrhosis	1	1	1	0.999379480671879	1	0.610408655282122	1	1	0.974298771067294	0.000363100595044325	1	2.13394028704701e-07	1	0.136289568102007	1.15646660659276e-17	1	1	1	1	0.986921959282855	1	1	1	1	1	1	1	8.12891296884424e-05	0.181451356135891	0.918394459224624	1	0.969575308915339	1	4.72042606429013e-25	0.129499986392067	1	0.721075781689917	0.741050920266429	1	1	1	1	0.869945946460299	1	1	2.13394028704701e-07	0.181451356135891	0.000363100595044325	1	1	1.59193864834717e-08	1	1	0.346029097821241	0.823030630179677	1	1	1	0.953129134811843	1	2.13394028704701e-07	0.978405631531771	1	0.961004269844626	1	1	0.998570546821814	5.73176787506533e-102	1	1	1	1	1
primary dystonia	1	1	1	0.978540958192395	0.932409952083303	1	1	1	0.991304097044989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999985022022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.30993642020381e-10	1	1	1	1	1	1	1	1	1	0.961737974673638	0.549033322456014	1	1	1	1	1	1	1	1	1	1
primary idiopathic dilated cardiomyopathy	1	1	1	1	0.957678861563323	1	1	1.00472040424497e-34	9.98012604599318e-322	0.998774404216529	1	1	1	0.999447194098233	0.999997063026734	1	1	1	1	0.99742374759616	1	1	1	1	1	1	1	1	1	0.999974800517166	1	0.959600419724897	1	0.999998526904466	0.999999991122808	1	0.922167996237659	1	0.828335504057176	0.828335504057176	0.469662266329572	1	0.999999994597328	1	1	1	1	0.998774404216529	1	8.81582454922053e-14	0.00990465642945965	1	1	0.999996942797553	1	1	1	1	1	1	1	3.98653586400548e-196	0.695283840239105	1	1	1	0.902361277961949	0.187027919240788	1	1	1	1	0.6293076956898
primary ovarian insufficiency	1	1	0.0536734125884251	1	1	1	1	1	1	0.894547214111473	1	0.00154488704599298	1	0.767291786544084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.763255862781315	1	1	1	0.705332879218672	0.997959567498609	1	1	1	0.010021871936003	0.010021871936003	1	1	0.987553304105349	1	1	0.00154488704599298	1	0.894547214111473	1	1	0.496078430302211	0.999999999977399	1	1	1	1	0.00487647455140316	1	1	1	0.00154488704599298	1	1	1	1	1	0.0281020074910262	0.956616630528949	1	1	1	1	1
primary sj�gren's syndrome	4.54058680518311e-15	1	1	1	0.994309210860171	1	1	0.772129840465061	0.999785450589336	2.7503810984302e-07	1	4.03250329358699e-11	0.00929140048975203	4.1719873541308e-11	0.999940346976795	1	1	1	1	1	1	1	1	1	1	0.0836847159661411	1	1	0.00044222212059095	0.599425322702572	1	0.764162341514358	1	9.98012604599318e-322	0.679724019163901	1	0.280811902570368	1	0.864939457006562	0.864939457006562	1	1	0.193672860403687	1	0.212279942975768	4.03250329358699e-11	0.00044222212059095	2.7503810984302e-07	0.212279942975768	1	1.84920535858067e-08	1	1	2.73194250390128e-06	1	1	1	1	0.834369523036703	1	4.03250329358699e-11	0.9999973183093	0.996008665250009	0.0221875473375467	1	1	0.976987813651241	3.14970582621974e-205	1	1	1	1	1
progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant	1	1	1	1	0.381132436306961	1	1	1	0.34112636455122	1	1	0.99996552803477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.996338281947898	1	1	1	1	1	1	1	1	1	1	0.99996552803477	1	1	1	1	1	0.852917219361928	1	1	1	1	1	1	1	1	0.99996552803477	4.01667114206797e-43	0.0153318188532422	1	1	1	1	1	1	1	1	1	1
proliferative diabetic retinopathy	1	1	1	0.699128614463412	1.22446623568967e-39	1	1	1	1	0.999999826883224	1	0.999999996124562	0.0805190367956617	1	0.999999995106427	1	1	1	1	0.999896952939703	1	1	1	1	1	1	1	1	1	1	0.12695336298367	0.99992066978281	1	0.999999999999999	0.999999999999934	1	0.999999923766149	1	0.999854980450845	0.999854980450845	0.597151677342047	1	1	1	1	0.999999996124562	1	0.999999826883224	1	1	0.999999999999323	0.146889842596635	1	0.999912839909542	1	2.57360973950164e-206	1	0.723416494551214	0.99974483662267	1.11774360245516e-14	0.999999996124562	1	0.999954309849717	1	1	1	0.999985656018548	1	1	1	1	1	0.809724580479212
prostatic hyperplasia	0.0369326902183925	1	0.430921954001758	1	0.998841398902794	1	1	1	1	0.999999999998839	1	0.310217912011171	1	0.999999999987887	1	1	1	1	9.98012604599318e-322	1	1	1	1	1	1	1	1	1	1	0.999734729330269	1	0.998929087266697	1	0.999999999963245	1	1	0.999956138731631	1	0.99902305772415	0.99902305772415	1	1	1	1	1	0.310217912011171	1	0.999999999998839	1	0.988143842288609	0.999983759267608	1	1	1	0.999985735534046	1	1	1	0.999672788678233	1	0.310217912011171	0.999999999513107	0.920240961829138	0.99999819646195	7.72734148312246e-29	1	1.32712734957447e-133	1	1	1	1	0.168240210312203	0.94864869586874
psoriasis	1	1	1	1	0.999170491672067	1	1	1	1	4.27700990668347e-40	0.999999623834992	7.6576273188542e-310	0.974225311561937	1.57836354604772e-162	1	1	1	1	1	0.999957538192538	1	1	1	1	1	0.405476190159361	1	1	1.37271443743222e-156	9.98012604599318e-322	1	0.99999590508151	1	0.0677834804588995	0.912891162856856	1	5.4562179364419e-27	4.3049639670957e-19	0.99999583754032	0.99999583754032	1	1	4.88152455244755e-08	1	1	7.6576273188542e-310	1.37271443743222e-156	4.27700990668347e-40	1	0.999361534218286	9.00885575094949e-14	1	1	4.57261264761981e-165	0.999999997126055	0.848537856089107	0.82320936722989	1	0.991222962083888	1	7.6576273188542e-310	1	1.16399651225271e-57	0.999999921659158	1	1	0.999999808383319	9.98012604599318e-322	1	1	1	1	1
psychomotor agitation	1	1	1	1	1	1	1	1	1	0.999957165162744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999998601	1	0.992132582012007	1	1	1	1	1	0.999999999941019	1	1	1	1	0.999957165162744	1	1	0.99267348503884	0.999999997784165	1	0.999988491208824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
psychotic disorders	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.998871751500358	1	1	1	1	1	1	1	1	1	0.99999974240912	1	1	1	1	1	1	1	1	1	1
pterygium	1	1	5.54375225354004e-07	1	0.627086001518728	1	1	1	1	1	0.620851187200867	7.79570275022413e-10	7.56028990544137e-28	0.375007340652885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0660665992500282	0.798314550763186	1	1	1	0.959815532687575	0.999220545414443	1	3.72028875408554e-08	0.529578294396383	0.759231774108215	0.759231774108215	1	1	0.985542309423411	1	1	7.79570275022413e-10	0.0660665992500282	1	1	1	1	0.999999999999997	1	1	1	1	1	0.12677666820344	0.582168815772918	1	7.79570275022413e-10	1	1	3.5769689109725e-07	1	1	0.111149459383168	0.999996745760079	1	1	1	1	1
puberty, precocious	1	1	1	0.916799600653832	1	1	1	1	1	1	0.29543023302075	0.989229156891491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999978524	1	1	0.989229156891491	1	1	1	1	1	0.999999999999668	1	0.999991235303094	0.89939640132262	1	1	1	1	1	0.989229156891491	1	1	1	1	1	0.992777040057655	1	1	1	1	1	1
pulmonary arterial hypertension	1	0.00167084263095528	1	0.999999999999214	2.61525502486405e-133	0.475376327214698	1	0.174582529683537	0.00512481382615091	0.999998938834912	1	0.999937270683522	1	0.999999971692443	0.999999999828641	1	1	1	1	0.999998645660463	1	1	1	1	2.20696860274894e-08	1	1	1	0.99597871887884	1	1	0.999998113992219	1	1	0.999999999434936	1	0.0803220209438151	1	0.00192287578292495	0.00192287578292495	1	1	0.999999999999907	1	1	0.999937270683522	0.99597871887884	0.999998938834912	1	0.998310096299203	0.999999999652073	1	1	0.99550439318533	0.999999999996081	5.30021556479468e-05	1	1	1	1	0.999937270683522	0.999050662973702	0.999986937194254	4.42542868986133e-39	1	1	0.343228620383722	1	1	1	1	1	5.58878382726404e-131
pulmonary disease, chronic obstructive	0.461969265677374	3.18802339732128e-18	1	1	0.960242334080886	8.53576719887742e-91	2.0217567071664e-18	1	0.999984623315045	0.944301538502024	1	1	0.98944678128436	0.949669207052991	0.999999999999461	1	1	1	1	0.999999980689883	1	1	1	1	1	1	1	1	0.985215819277235	0.999999999999936	1	0.999999993801626	1	1	2.11689030422075e-52	1	0.269943831035486	1	0.984014839793151	0.984014839793151	0.837950500611825	1	1	1	0.578575289388748	1	0.985215819277235	0.944301538502024	0.578575289388748	0.994476675344663	0.999999518192678	1	1	5.04707602326953e-190	1	0.679912493528413	1	1	1	1	1	0.0147496908410308	0.999999956810971	3.72081483568171e-185	1	0.00347311766694902	0.999988974171873	0.99993223449039	1	1	6.46260101110573e-07	1	0.859569337340768
pulmonary fibrosis	0.248293860918882	1.00782367709592e-64	0.0171760533306579	1	0.0559428700843832	1.16755248966652e-27	0.00123661170312049	0.234956411871286	0.999999991861991	6.09897998460178e-06	0.999791234812395	6.19529952143922e-20	1	0.748740973891135	0.999999974060364	0.0268916516122764	1	1	1	1	1	1	0.000500664487737078	1	1	1	1	0.653828202319866	0.161362110134441	0.999987399720873	1	0.998386398897755	1	0.0151608696054325	9.98012604599318e-322	0.804948418297507	6.34563642899933e-24	0.998625295856482	2.06701149864933e-16	2.06701149864933e-16	0.567410138196356	1	1.94526984910912e-10	1	0.0608894987763181	6.19529952143922e-20	0.161362110134441	6.09897998460178e-06	0.0608894987763181	0.00139812782908409	0.228033671790027	1	1	8.27297922035456e-148	0.999999970546027	0.000878698323962826	0.629398384608962	1	0.995789617176799	1	6.19529952143922e-20	0.999999999995298	0.000577463617249519	9.98012604599318e-322	1	1	2.13970524633621e-12	2.78226512170751e-30	1	1	0.00148396139420185	1	0.772444864789899
purpura, schoenlein-henoch	1	1	1	1	0.527921010063266	1	1	1	1	0.353685355710197	1	0.999999967672201	1	0.805180161514742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00999022324580909	1	0.516907675571586	0.984588333061483	1	0.306901582518915	1	1	1	1	1	0.977729088139613	1	1	0.999999967672201	1	0.353685355710197	1	1	0.96858230449158	1	1	0.0246489934199996	1	1	1	1	1	1	0.999999967672201	1	1	1	1	1	1	0.666227448195798	1	1	1	1	1
purpura, thrombocytopenic, idiopathic	1	1	1	1	1	1	1	1	1	1.49496350832873e-05	1	0.999988162798918	1	1.91894510009543e-07	0.911028138057536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.82790660904133e-69	0.0360658263686529	1	0.951547979884565	1	0.242002489073336	0.242002489073336	0.20073718779639	1	8.10663224786341e-60	1	0.100927999390259	0.999988162798918	1	1.49496350832873e-05	0.100927999390259	1	0.000106566515897246	1	1	0.319043765291604	1	1	1	1	0.0561212482236985	1	0.999988162798918	1	1	1	1	1	0.240054473434091	8.1091055045361e-75	1	1	1	1	1
q fever	1	1	1	1	1	1	1	1	1	0.00114553814200336	1	0.999974575869982	1	0.276213082216026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.975154752540511	9.91266054193177e-08	1	1	1	1	1	1	1	0.670133954260244	1	1	0.999974575869982	1	0.00114553814200336	1	1	1	1	1	0.900992741353712	1	1	0.201703232487804	1	0.822817261863901	1	0.999974575869982	1	1	1	1	1	1	0.999104439767147	1	1	1	1	1
respiration disorders	0.914485561169188	4.3042398229418e-08	1	1	0.99969258833836	0.119440991784702	0.103233380531591	0.999999986804913	1	1	1	1	1	1	1	1	0.634111891236462	0.876162266250539	1	1	1	1	1	1	0.150861491664138	1	1	1	0.999999999999976	1	1	1	1	1	1	1	0.999648032718612	1	1	1	0.999268085847016	1	1	1	1	1	0.999999999999976	1	1	0.999999999998509	1	1	0.999999999995409	8.4521386346361e-123	1	0.818969115911243	1	0.999963052403233	1	1	1	1	1	3.68130995314163e-26	1	0.693051533367193	1	1	1	1	0.700845097828214	1	0.999999924050258
respiratory distress syndrome, adult	1	2.14913139848584e-08	1	1	0.00972950225978289	0.0177080149476921	1	1	0.999999993334202	0.0261853102457483	1	0.999999996463536	1	1	0.999996624967605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99952286148737	1	0.995425813065986	1	0.999999999999995	1.06678519950433e-33	1	0.986337682141235	1	0.0802869467132326	0.0802869467132326	0.515794156926905	1	2.48935810590084e-09	1	1	0.999999996463536	1	0.0261853102457483	1	1	0.999999946308128	1	1	9.98012604599318e-322	1	0.00274996833819226	1	1	1	1	0.999999996463536	1	1	7.38144125956456e-67	1	1	0.788037592380139	1	1	1	0.645833263146791	1	0.912992146193206
respiratory syncytial virus infections	1	1	1	1	1	3.77347493360905e-29	1	1	1	3.57325128087643e-05	1	1.32714455966381e-78	1	2.01818720530983e-49	0.0343203613585121	1	1	1	1	0.952482874488768	1	1	1	1	1	1	1	1	1	1	1	0.444029718159326	1	0.00260431843881186	6.12385789978154e-08	1	0.391008990670334	1	1	1	1	1	0.719916036743094	1	1	1.32714455966381e-78	1	3.57325128087643e-05	1	1	2.0949096710118e-07	1	1	8.07243996011644e-18	1	1	1	1	1	1	1.32714455966381e-78	1	1	4.10974082735272e-161	1	1	0.997987408067889	8.1288732870127e-239	1	1	0.00500035077622609	1	1
respiratory tract infections	0.992318525362537	8.55093675042333e-22	0.994368961693938	1	1	1.58808785552404e-54	0.00930593719564162	1	1	0.0619904457346715	1	1	1	0.109422050444934	1	0.986503075649513	1	0.99368981484162	1	1	1	1	1	1	1	0.999981983510831	1	1	0.999999999500457	1	1	1	1	0.73175948364719	4.51163000372348e-221	1	8.67016201781615e-09	1	1	1	1	1	1	1	1	1	0.999999999500457	0.0619904457346715	1	1	0.945931780409419	1	1	9.98012604599318e-322	1	0.999999990238749	0.999999955763512	0.999999998325647	1	1	1	1	1	9.98012604599318e-322	1	0.41097326887759	1	1.00962929292898e-130	1	1	2.36095836719612e-19	1	1
restless legs syndrome	1	1	1	0.941605032156291	0.735663729229747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999824306565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.928969224216036	1	1	1	1	1	1	1	1	1	0.91027881372347	1	1	1	1	1	0.999999999999877	1	1	1	1	1
retinal artery occlusion	1	1	1	1	0.0107377305240003	1	1	1	1	1	1	0.9999996088693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999946745128743	1	1	1	1	1	1	1	0.99997776205526	1	1	0.9999996088693	1	1	1	1	1	0.406544884323589	1	0.993773317184962	1	1	1	1	1	1	0.9999996088693	1	1	1	1	1	1	1	1	1	1	1	1
retinal diseases	1	0.848222452587757	1	5.41814456650924e-07	1.39698112317582e-41	0.999998691786025	1	1	1	1	1	1	0.00630794659322181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999983352404	1	0.514072386536383	1	0.310153498131122	1	1	1	1	0.00346579501723542	0.999999999999963	0.999999999999963	0.953476149756382	1	1	1	1	1	0.999999983352404	1	1	0.999999999294605	1	9.98012604599318e-322	0.667725674090182	1	1	4.36043723687524e-163	1	0.998921289758861	1	5.39556580290055e-113	1	1	0.00168332344391025	1	1	1	1	1	1	0.0816195993487246	1	1	0.999987119025634
rheumatic diseases	0.000920223689246396	1	1	1	0.999999999999997	1	1	0.998970139314624	1	2.36688322391343e-174	9.98012604599318e-322	1	0.999980968999723	0.0885352809281982	1	0.735314978847264	0.339811334515953	1	1	1	1	0.999881766633279	1	0.999999565589194	1	0.997631316476613	1	1	0.999998968760145	1	1	1	1	9.98012604599318e-322	6.01325531224247e-80	1	0.93475134643927	1	2.184015488371e-14	2.184015488371e-14	0.0309461731102972	1	1.72764392755154e-33	1	0.778924961257119	1	0.999998968760145	2.36688322391343e-174	0.778924961257119	0.999999999998815	0.214584595762193	1	0.999999999999978	5.89170877261278e-227	2.49053912809174e-12	0.99898190041849	0.999966232667145	0.99993850608951	0.999999999996067	1	1	1	0.886640318178767	1	1	1	3.99293571200835e-06	9.98012604599318e-322	0.655125625744996	1	1	1	0.999999999994064
